psu;marst;occup;educ;diplom;gender;birth_year;industry;beginning;boss;subordinates;duration_weekh;income;wage;job_sat;job_career;children;child_less18;life_sat
Амурская область, Тамбовский район;5;;6 классов школы;1;2;1929;;;;;;;;;;2;0;1
Амурская область, Тамбовский район;2;;среднее образование - есть аттестат о ср. образовании;4;2;1961;;;;;;;;;;2;0;3
Амурская область, Тамбовский район;2;промышленные рабочие;среднее образование - есть аттестат о ср. образовании;4;1;1960;Сельское хозяйство;1982;2;;70;;1500;4;4;2;0;3
Амурская область, Тамбовский район;3;;9 классов школы;3;2;1982;;;;;;;;;;;;3
Амурская область, Тамбовский район;3;промышленные рабочие;среднее образование - есть аттестат о ср. образовании;4;1;1960;Сельское хозяйство;1977;2;;48;;5000;4;5;;;4
Амурская область, Тамбовский район;2;;8 классов школы;2;2;1945;;;;;;;;;;2;0;4
Амурская область, Тамбовский район;2;;7 классов школы;2;1;1946;;;;;;;;;;2;0;4
Амурская область, Тамбовский район;3;промышленные рабочие;10 и более классов школы и какое-либо професс. обр. с диплом;4;1;1979;Сельское хозяйство;;2;;70;11000;4000;4;4;2;2;3
Амурская область, Тамбовский район;1;;среднее образование - есть аттестат о ср. образовании;4;1;1987;;;;;;;;;;;;3
Амурская область, Тамбовский район;1;;7 классов школы;2;1;1989;;;;;;;;;;;;1
Амурская область, Тамбовский район;2;занятые в сфере обслуживания;10 и более классов школы и какое-либо професс. обр. с диплом;4;2;1962;Сельское хозяйство;2004;2;;42;2100;2100;3;5;2;0;4
Амурская область, Тамбовский район;2;промышленные рабочие;8 классов школы;2;1;1961;Сельское хозяйство;2001;2;;49;2300;2500;5;5;2;0;5
Амурская область, Тамбовский район;1;;7-9 классов школы (незак. среднее) и какое-либо ПТУ без дипл;3;2;1982;;;;;;;;;;2;2;3
Амурская область, Тамбовский район;5;занятые в сфере обслуживания;10 и более классов школы и техникум без диплома;4;2;1953;Торговля, бытовое обслуживание;2004;2;;49;3500;3500;4;4;3;0;3
