psu;marst;occup;educ;diplom;gender;birth_year;industry;beginning;boss;subordinates;duration_weekh;income;wage;job_sat;job_career;children;child_less18;life_sat
Саратовская обл., Вольск и Вольский район;5;;есть диплом о высшем образовании;6;2;1924;;;;;;;;;;;;2
Коми АССР, Сыктывкар;1;профессионалы со средним специальным образованием;аспирантура и т.п. без диплома;6;2;1969;Торговля, бытовое обслуживание;2005;2;;42;2000;7000;2;3;1;1;4
Коми АССР, Сыктывкар;;;0 классов школы;;2;2002;;;;;;;;;;;;
Коми АССР, Сыктывкар;2;профессионалы с высшим образованием;есть диплом о высшем образовании;6;2;1979;Образование;2003;2;;36;15000;6000;1;1;1;1;1
Коми АССР, Сыктывкар;4;;среднее образование - есть аттестат о ср. образовании;4;1;1963;;;;;;;;;;1;0;4
Коми АССР, Сыктывкар;;;0 классов школы;;2;2002;;;;;;;;;;;;
Коми АССР, Сыктывкар;5;;6 классов школы;1;2;1940;;;;;;;;;;1;0;1
Коми АССР, Сыктывкар;;;0 классов школы;;1;2002;;;;;;;;;;;;
Коми АССР, Сыктывкар;;;0 классов школы;;1;2002;;;;;;;;;;;;
Коми АССР, Сыктывкар;;;0 классов школы;;2;2002;;;;;;;;;;;;
Коми АССР, Сыктывкар;;;0 классов школы;;1;2002;;;;;;;;;;;;
Коми АССР, Сыктывкар;5;;8 классов школы;2;1;1946;;;;;;;;;;1;0;3
Челябинск;5;;среднее образование - есть аттестат о ср. образовании;4;1;1946;;;;;;;;;;1;0;4
Челябинск;3;профессионалы со средним специальным образованием;техникум с дипломом;5;2;1977;Другая отрасль тяжелой промышленности;2002;2;;40;;4500;3;3;2;2;3
Челябинск;;;0 классов школы;;1;2000;;;;;;;;;;;;
Челябинск;2;профессионалы с высшим образованием;3 и более лет в высшем учебном заведении;5;2;1983;Образование;2005;2;;12;;0;1;2;1;1;3
Челябинск;;;2 классов школы;;1;1996;;;;;;;;;;;;
Челябинск;3;законодатели, крупные чиновники, управляющие;аспирантура и т.п. без диплома;6;1;1960;Другая отрасль тяжелой промышленности;2003;1;40;40;10000;10000;4;2;1;0;2
Челябинск;;;0 классов школы;;2;2002;;;;;;;;;;;;
Челябинск;;;0 классов школы;;1;2002;;;;;;;;;;;;
Челябинская область, Октябрьский район;;;0 классов школы;;1;2001;;;;;;;;;;;;
Челябинская область, Октябрьский район;;;0 классов школы;;1;2002;;;;;;;;;;;;
Челябинская область, Октябрьский район;3;профессионалы со средним специальным образованием;техникум с дипломом;5;2;1978;Органы управления;2004;2;;36;2200;2000;4;3;1;1;4
Челябинская область, Октябрьский район;;;1 классов школы;;2;1998;;;;;;;;;;;;
Челябинская область, Октябрьский район;3;;10 и более классов школы и какое-либо професс. обр. с диплом;4;1;1949;;;;;;;;;;;;4
Челябинская область, Октябрьский район;3;;4 классов школы;1;2;1942;;;;;;;;;;2;0;4
Челябинская область, Октябрьский район;;;0 классов школы;;1;2002;;;;;;;;;;;;
Челябинская область, Октябрьский район;2;промышленные рабочие;среднее образование - есть аттестат о ср. образовании;4;1;1975;Легкая и пищевая промышленность;2005;2;;50;2000;8500;3;;1;1;2
Челябинская область, Октябрьский район;;;0 классов школы;;1;2003;;;;;;;;;;;;
Челябинская область, Октябрьский район;5;;3 классов школы;1;2;1923;;;;;;;;;;5;0;5
Челябинская область, Октябрьский район;4;;7-9 классов школы (незак. среднее) и какое-либо ПТУ с диплом;3;1;1957;;;;;;;;;;;;4
Челябинская область, Октябрьский район;2;;8 классов школы;2;2;1972;;;;;;;;;;4;4;4
Челябинская область, Октябрьский район;2;промышленные рабочие;среднее образование - есть аттестат о ср. образовании;4;1;1969;Жилищно-коммунальное хозяйство;2005;2;;40;;0;2;5;4;4;2
Челябинская область, Октябрьский район;1;;7 классов школы;2;1;1990;;;;;;;;;;;;1
Челябинская область, Октябрьский район;1;;7 классов школы;2;2;1991;;;;;;;;;;;;2
Челябинская область, Октябрьский район;;;2 классов школы;;2;1994;;;;;;;;;;;;
Челябинская область, Октябрьский район;;;0 классов школы;;1;1998;;;;;;;;;;;;
Челябинская область, Октябрьский район;2;;8 классов школы;2;1;1937;;;;;;;;;;;;4
Челябинская область, Октябрьский район;2;;8 классов школы;2;2;1951;;;;;;;;;;1;0;4
Челябинская область, Октябрьский район;5;;0 классов школы;1;2;1920;;;;;;;;;;2;0;2
Челябинская область, Октябрьский район;;;0 классов школы;;2;2001;;;;;;;;;;;;
Челябинская область, Октябрьский район;;;0 классов школы;;1;2002;;;;;;;;;;;;
Челябинская область, Октябрьский район;;;0 классов школы;;2;2002;;;;;;;;;;;;
Нижний Новгород;3;профессионалы со средним специальным образованием;10 и более классов школы и какое-либо професс. обр. с диплом;4;1;1977;Торговля, бытовое обслуживание;2005;2;;36;8000;;3;4;1;1;3
Нижний Новгород;;;0 классов школы;;1;2002;;;;;;;;;;;;
Нижний Новгород;;;7 классов школы;;2;1992;;;;;;;;;;;;
Нижний Новгород;;;0 классов школы;;2;2002;;;;;;;;;;;;
Нижний Новгород;2;служащие конторские и по обслуживанию клиентов;техникум с дипломом;5;2;1978;Гражданское машиностроение;2002;2;;40;7000;7000;4;4;1;1;2
Нижний Новгород;;;0 классов школы;;1;2002;;;;;;;;;;;;
Нижний Новгород;2;профессионалы с высшим образованием;есть диплом о высшем образовании;6;1;1971;Армия, МВД, Органы безопасности;2004;2;;40;10000;10000;2;2;1;1;4
Нижний Новгород;;;0 классов школы;;2;2001;;;;;;;;;;;;
Нижний Новгород;;;0 классов школы;;1;2002;;;;;;;;;;;;
Нижний Новгород;2;промышленные рабочие;10 и более классов школы и какое-либо професс. обр. с диплом;4;2;1977;Военно-промышленный комплекс;2002;2;;40;228;0;2;2;1;1;3
Нижний Новгород;2;ремесленники;техникум с дипломом;5;1;1978;Строительство;2003;2;;50;5000;7000;4;5;1;1;4
Нижний Новгород;;;0 классов школы;;2;2002;;;;;;;;;;;;
Нижний Новгород;5;;8 классов школы;2;2;1950;;;;;;;;;;;;2
Нижний Новгород;2;профессионалы со средним специальным образованием;есть диплом о высшем образовании;6;2;1974;Легкая и пищевая промышленность;2001;2;;40;50;50;;;2;2;3
Нижний Новгород;;;5 классов школы;;2;1994;;;;;;;;;;;;
Нижний Новгород;;;0 классов школы;;2;2002;;;;;;;;;;;;
Пензенская область, Земетчинский район;2;служащие конторские и по обслуживанию клиентов;10 и более классов школы и какое-либо професс. обр. с диплом;4;2;1970;Образование;2002;2;;40;950;975;2;4;1;1;2
Пензенская область, Земетчинский район;2;промышленные рабочие;10 и более классов школы и какое-либо професс. обр. с диплом;4;1;1965;Легкая и пищевая промышленность;2001;2;;42;2000;2000;3;3;1;1;2
Пензенская область, Земетчинский район;1;;среднее образование - есть аттестат о ср. образовании;4;2;1988;;;;;;;;;;;;2
Пензенская область, Земетчинский район;;;0 классов школы;;2;2002;;;;;;;;;;;;
Пензенская область, Земетчинский район;2;разнорабочие;9 классов школы;3;1;1980;Сельское хозяйство;2000;2;;72;;2000;3;2;2;2;2
Пензенская область, Земетчинский район;2;;9 классов школы;3;2;1985;;;;;;;;;;2;2;2
Пензенская область, Земетчинский район;;;0 классов школы;;2;2001;;;;;;;;;;;;
Пензенская область, Земетчинский район;;;0 классов школы;;1;2002;;;;;;;;;;;;
Пензенская область, Земетчинский район;3;разнорабочие;3 классов школы;1;1;1981;Сельское хозяйство;2005;2;;;2500;;4;;;;4
Пензенская область, Земетчинский район;;;0 классов школы;;1;2002;;;;;;;;;;;;
Пензенская область, Земетчинский район;4;;среднее образование - есть аттестат о ср. образовании;4;1;1953;;;;;;;;;;1;0;4
Пензенская область, Земетчинский район;3;;8 классов школы;2;2;1978;;;;;;;;;;3;3;2
Пензенская область, Земетчинский район;;;3 классов школы;;2;1994;;;;;;;;;;;;
Пензенская область, Земетчинский район;;;0 классов школы;;2;1999;;;;;;;;;;;;
Пензенская область, Земетчинский район;4;;2 классов школы;1;2;1928;;;;;;;;;;1;0;5
Пензенская область, Земетчинский район;;;0 классов школы;;1;2001;;;;;;;;;;;;
Краснодарский край, Кущевский район;2;промышленные рабочие;10 и более классов школы и какое-либо професс. обр. с диплом;4;1;1954;Строительство;2003;2;;56;3000;;3;4;1;0;4
Краснодарский край, Кущевский район;2;законодатели, крупные чиновники, управляющие;есть диплом о высшем образовании;6;2;1959;Торговля, бытовое обслуживание;2004;1;3;40;10000;10000;2;2;2;0;4
Краснодарский край, Кущевский район;2;законодатели, крупные чиновники, управляющие;есть диплом о высшем образовании;6;1;1960;Сельское хозяйство;1995;1;6;54;20000;20000;1;1;2;0;2
Краснодарский край, Кущевский район;1;;1-2 года в высшем учебном заведении;5;1;1987;;;;;;;;;;;;2
Краснодарский край, Кущевский район;;;0 классов школы;;2;1998;;;;;;;;;;;;
Краснодарский край, Кущевский район;5;;7 классов школы;2;2;1936;;;;;;;;;;2;0;1
Краснодарский край, Кущевский район;1;;10 и более классов школы и техникум без диплома;4;2;1984;;;;;;;;;;;;1
Краснодарский край, Кущевский район;;;0 классов школы;;2;2001;;;;;;;;;;;;
Краснодарский край, Кущевский район;3;разнорабочие;9 классов школы;3;1;1974;Сельское хозяйство;2004;2;;48;1800;1800;4;4;1;0;4
Краснодарский край, Кущевский район;3;разнорабочие;10 и более классов школы и какое-либо професс. обр. с диплом;4;2;1973;Образование;2004;2;;40;2500;2500;3;4;1;0;2
Краснодарский край, Кущевский район;2;ремесленники;среднее образование - есть аттестат о ср. образовании;4;1;1953;Строительство;1996;1;2;40;4500;3000;4;4;3;0;3
Краснодарский край, Кущевский район;2;ремесленники;среднее образование - есть аттестат о ср. образовании;4;2;1955;Частная фирма,предприятие,агентство,ч.лицо,ч.станция;2005;1;1;40;8000;8000;4;4;3;0;2
Краснодарский край, Кущевский район;2;ремесленники;3 и более лет в высшем учебном заведении;5;1;1978;Строительство;2005;2;;40;3500;10000;4;4;1;1;3
Краснодарский край, Кущевский район;1;профессионалы со средним специальным образованием;техникум с дипломом;5;2;1984;Частная фирма,предприятие,агентство,ч.лицо,ч.станция;2005;2;;40;3500;2500;2;3;;;2
Краснодарский край, Кущевский район;2;промышленные рабочие;техникум с дипломом;5;2;1982;Военно-промышленный комплекс;1999;2;;40;500;3000;3;4;1;1;3
Краснодарский край, Кущевский район;;;0 классов школы;;2;2001;;;;;;;;;;;;
Краснодарский край, Кущевский район;1;занятые в сфере обслуживания;10 и более классов школы и какое-либо професс. обр. с диплом;4;2;1983;Торговля, бытовое обслуживание;2004;2;;40;430;;4;5;;;4
Краснодарский край, Кущевский район;3;разнорабочие;9 классов школы;3;2;1977;Сельское хозяйство;2005;2;;56;400;1000;4;4;3;3;4
Краснодарский край, Кущевский район;2;профессионалы с высшим образованием;есть диплом о высшем образовании;6;2;1966;Образование;2002;1;25;40;8600;6000;2;2;2;1;4
Краснодарский край, Кущевский район;2;;есть диплом о высшем образовании;6;1;1964;;;;;;;;;;2;1;2
Краснодарский край, Кущевский район;1;;8 классов школы;2;1;1991;;;;;;;;;;;;2
Краснодарский край, Кущевский район;3;;10 и более классов школы и какое-либо професс. обр. с диплом;4;1;1973;;;;;;;;;;;;4
Краснодарский край, Кущевский район;5;;10 и более классов школы и какое-либо професс. обр. с диплом;4;1;1934;;;;;;;;;;2;0;3
Краснодарский край, Кущевский район;4;профессионалы со средним специальным образованием;техникум с дипломом;5;2;1967;Легкая и пищевая промышленность;2000;1;9;84;2000;4000;5;5;2;2;5
Краснодарский край, Кущевский район;;;3 классов школы;;1;1994;;;;;;;;;;;;
Краснодарский край, Кущевский район;;;3 классов школы;;1;1995;;;;;;;;;;;;
Краснодарский край, Кущевский район;2;разнорабочие;техникум с дипломом;5;2;1974;Сельское хозяйство;2005;2;;40;3000;997;4;5;4;4;2
Краснодарский край, Кущевский район;;;0 классов школы;;1;2002;;;;;;;;;;;;
Краснодарский край, Кущевский район;;;4 классов школы;;1;1994;;;;;;;;;;;;
Краснодарский край, Кущевский район;;;0 классов школы;;2;1999;;;;;;;;;;;;
Краснодарский край, Кущевский район;;;0 классов школы;;1;2002;;;;;;;;;;;;
Краснодарский край, Кущевский район;;;0 классов школы;;2;2002;;;;;;;;;;;;
Краснодарский край, Кущевский район;;;0 классов школы;;2;2002;;;;;;;;;;;;
Смоленск;2;профессионалы со средним специальным образованием;техникум с дипломом;5;1;1980;Жилищно-коммунальное хозяйство;2003;1;3;40;8000;8000;2;2;1;1;2
Смоленск;;;0 классов школы;;1;2002;;;;;;;;;;;;
Смоленск;2;служащие конторские и по обслуживанию клиентов;10 и более классов школы и техникум без диплома;4;2;1947;Строительство;1995;2;;40;4300;4500;2;4;;;4
Смоленск;2;разнорабочие;техникум с дипломом;5;2;1953;Дорожное управление, дорожная работа;2000;2;;28;;1700;3;2;2;0;1
Смоленск;2;занятые в сфере обслуживания;среднее образование - есть аттестат о ср. образовании;4;2;1977;Торговля, бытовое обслуживание;2004;2;;45;6000;;2;2;1;1;2
Смоленск;;;1 классов школы;;2;1997;;;;;;;;;;;;
Смоленск;4;служащие конторские и по обслуживанию клиентов;техникум с дипломом;5;2;1973;Жилищно-коммунальное хозяйство;2000;2;;40;2500;2500;2;4;1;1;4
Смоленск;1;;3 и более лет в высшем учебном заведении;5;1;1983;;;;;;;;;;;;3
Смоленск;1;;3 и более лет в высшем учебном заведении;5;2;1984;;;;;;;;;;;;2
Тула;;;0 классов школы;;2;2002;;;;;;;;;;;;
Тула;;;0 классов школы;;2;2002;;;;;;;;;;;;
Тула;5;;7 классов школы;2;2;1932;;;;;;;;;;2;0;4
Тула;2;профессионалы со средним специальным образованием;среднее образование - есть аттестат о ср. образовании;4;2;1957;Легкая и пищевая промышленность;2000;2;;40;3500;3500;3;3;1;0;3
Тула;2;;есть диплом о высшем образовании;6;2;1938;;;;;;;;;;1;0;2
Тула;2;профессионалы с высшим образованием;есть диплом о высшем образовании;6;1;1931;Военно-промышленный комплекс;1956;1;15;40;6000;6000;2;2;1;0;4
Тула;1;;среднее образование - есть аттестат о ср. образовании;4;2;1986;;;;;;;;;;;;3
Тула;3;разнорабочие;техникум с дипломом;5;1;1969;Торговля, бытовое обслуживание;2003;2;;36;4500;4500;3;4;;;3
Тула;;;0 классов школы;;1;2002;;;;;;;;;;;;
Тула;4;;среднее образование - есть аттестат о ср. образовании;4;2;1935;;;;;;;;;;2;0;5
Тула;2;профессионалы со средним специальным образованием;есть диплом о высшем образовании;6;2;1973;Образование;1999;2;;40;5000;5000;3;3;1;1;3
Ростовская обл., Батайск;;;0 классов школы;;1;2002;;;;;;;;;;;;
Ростовская обл., Батайск;2;профессионалы со средним специальным образованием;есть диплом о высшем образовании;6;1;1962;Армия, МВД, Органы безопасности;1993;1;16;72;8600;8600;4;2;2;2;2
Ростовская обл., Батайск;5;;среднее образование - есть аттестат о ср. образовании;4;2;1937;;;;;;;;;;;;5
Ростовская обл., Батайск;4;;среднее образование - есть аттестат о ср. образовании;4;2;1938;;;;;;;;;;2;0;3
Ростовская обл., Батайск;2;;техникум с дипломом;5;2;1972;;;;;;;;;;1;1;4
Ростовская обл., Батайск;2;разнорабочие;10 и более классов школы и какое-либо професс. обр. с диплом;4;1;1969;Частная фирма,предприятие,агентство,ч.лицо,ч.станция;2004;2;;90;6000;6000;4;5;1;1;4
Ростовская обл., Батайск;;;1 классов школы;;2;1997;;;;;;;;;;;;
Ростовская обл., Батайск;;;0 классов школы;;2;2002;;;;;;;;;;;;
Ростовская обл., Батайск;2;профессионалы с высшим образованием;есть диплом о высшем образовании;6;2;1979;Образование;2001;2;;40;;0;2;2;1;1;1
Ростовская обл., Батайск;;;0 классов школы;;2;2002;;;;;;;;;;;;
Ростовская обл., Батайск;4;разнорабочие;техникум с дипломом;5;2;1957;Наука, культура;2005;2;;48;4300;4300;4;5;2;0;4
Ростовская обл., Батайск;1;занятые в сфере обслуживания;среднее образование - есть аттестат о ср. образовании;4;2;1986;Торговля, бытовое обслуживание;2005;2;;54;;0;2;2;;;4
Ростовская обл., Батайск;2;промышленные рабочие;среднее образование - есть аттестат о ср. образовании;4;1;1949;Строительство;1979;2;;48;10000;8000;2;2;3;0;2
Москва;1;;1-2 года в высшем учебном заведении;5;1;1981;;;;;;;;;;;;4
Москва;5;;7 классов школы;2;2;1935;;;;;;;;;;4;0;5
Москва;2;профессионалы со средним специальным образованием;9 классов школы;3;1;1982;Строительство;2003;2;;48;15000;15000;2;2;1;1;2
Москва;;;0 классов школы;;1;2002;;;;;;;;;;;;
Москва;5;;техникум с дипломом;5;2;1932;;;;;;;;;;1;0;2
Москва;2;;среднее образование - есть аттестат о ср. образовании;4;2;1983;;;;;;;;;;1;1;1
Санкт Петербург;2;военнослужащие;есть диплом о высшем образовании;6;1;1981;Армия, МВД, Органы безопасности;2001;;;;;8000;3;2;1;1;2
Санкт Петербург;5;;есть диплом о высшем образовании;6;2;1941;;;;;;;;;;;;3
Московская область;;;0 классов школы;;1;2002;;;;;;;;;;;;
Московская область;5;;среднее образование - есть аттестат о ср. образовании;4;2;1922;;;;;;;;;;1;0;3
Московская область;2;;техникум с дипломом;5;2;1979;;;;;;;;;;2;2;3
Московская область;1;;3 и более лет в высшем учебном заведении;5;2;1984;;;;;;;;;;;;2
Московская область;4;;10 и более классов школы и какое-либо професс. обр. с диплом;4;2;1963;;;;;;;;;;3;2;3
Московская область;1;ремесленники;9 классов школы;3;1;1982;Строительство;2004;2;;40;7000;7000;4;5;;;2
Московская область;;;6 классов школы;;1;1992;;;;;;;;;;;;
Московская область;;;0 классов школы;;2;2001;;;;;;;;;;;;
Московская область;;;0 классов школы;;1;2002;;;;;;;;;;;;
Московская область;4;профессионалы со средним специальным образованием;техникум с дипломом;5;2;1967;Армия, МВД, Органы безопасности;2000;2;;40;6500;6500;2;2;2;2;3
Московская область;1;;7-9 классов школы (незак. среднее) и какое-либо ПТУ без дипл;3;1;1988;;;;;;;;;;;;1
Московская область;;;7 классов школы;;1;1992;;;;;;;;;;;;
Московская область;5;;7 классов школы;2;2;1937;;;;;;;;;;2;0;2
Московская область;;;0 классов школы;;1;2002;;;;;;;;;;;;
Московская область;5;;есть диплом о высшем образовании;6;2;1921;;;;;;;;;;1;0;4
Московская область;4;;есть диплом о высшем образовании;6;2;1944;;;;;;;;;;;;4
Московская область;2;;10 и более классов школы и какое-либо професс. обр. с диплом;4;1;1928;;;;;;;;;;2;0;2
Московская область;2;;10 и более классов школы и какое-либо професс. обр. с диплом;4;2;1932;;;;;;;;;;1;0;2
Московская область;;;0 классов школы;;1;2002;;;;;;;;;;;;
Московская область;2;профессионалы с высшим образованием;есть диплом о высшем образовании;6;2;1973;Торговля, бытовое обслуживание;2000;2;;5;6000;6000;3;2;2;2;2
Московская область;;;3 классов школы;;2;1994;;;;;;;;;;;;
Московская область;;;0 классов школы;;2;1999;;;;;;;;;;;;
Московская область;;;0 классов школы;;2;2001;;;;;;;;;;;;
Московская область;2;законодатели, крупные чиновники, управляющие;есть диплом о высшем образовании;6;1;1975;Торговля, бытовое обслуживание;2005;1;7;;20000;20000;2;2;2;2;2
Московская область;;;0 классов школы;;1;2002;;;;;;;;;;;;
Московская область;2;разнорабочие;10 и более классов школы и какое-либо професс. обр. с диплом;4;1;1980;Торговля, бытовое обслуживание;2004;1;3;48;16000;13000;2;4;1;1;2
Московская область;5;;среднее образование - есть аттестат о ср. образовании;4;2;1939;;;;;;;;;;3;0;1
Московская область;;;0 классов школы;;2;2001;;;;;;;;;;;;
Москва;2;;есть диплом о высшем образовании;6;2;1979;;;;;;;;;;;;3
Москва;4;разнорабочие;9 классов школы;3;2;1951;Образование;1979;2;;40;5000;5000;3;4;;;4
Москва;2;промышленные рабочие;10 и более классов школы и какое-либо професс. обр. с диплом;4;2;1985;Легкая и пищевая промышленность;2001;2;;40;;0;1;2;1;1;3
Москва;;;0 классов школы;;1;2002;;;;;;;;;;;;
Москва;2;;среднее образование - есть аттестат о ср. образовании;4;1;1957;;;;;;;;;;1;1;2
Москва;4;;10 и более классов школы и какое-либо професс. обр. с диплом;4;1;1942;;;;;;;;;;1;0;2
Москва;2;;техникум с дипломом;5;2;1970;;;;;;;;;;1;1;4
Москва;1;ремесленники;среднее образование - есть аттестат о ср. образовании;4;1;1975;Транспорт, Связь;1996;2;;40;15000;15000;2;2;;;2
Москва;2;профессионалы со средним специальным образованием;10 и более классов школы и какое-либо професс. обр. с диплом;4;2;1957;Торговля, бытовое обслуживание;1997;2;;40;5000;5000;2;2;2;0;2
Москва;2;профессионалы со средним специальным образованием;есть диплом о высшем образовании;6;1;1958;Торговля, бытовое обслуживание;1995;2;;40;23000;23000;2;2;2;0;2
Москва;3;;3 и более лет в высшем учебном заведении;5;2;1983;;;;;;;;;;;;2
Москва;1;профессионалы со средним специальным образованием;техникум с дипломом;5;1;1978;Наука, культура;2000;2;;40;7000;7000;2;2;;;2
Москва;2;промышленные рабочие;10 и более классов школы и какое-либо професс. обр. с диплом;4;1;1959;Транспорт, Связь;1995;2;;48;15000;15000;2;3;4;2;2
Москва;2;;3 и более лет в высшем учебном заведении;5;2;1983;;;;;;;;;;1;1;4
Москва;2;ремесленники;есть диплом о высшем образовании;6;1;1977;Транспорт, Связь;2004;2;;60;30000;30000;4;3;1;1;3
Москва;1;профессионалы со средним специальным образованием;есть диплом о высшем образовании;6;2;1948;Финансы;1991;2;;40;4000;4000;4;4;1;0;4
Москва;2;промышленные рабочие;7-9 классов школы (незак. среднее) и какое-либо ПТУ с диплом;3;1;1958;Нефтегазовая промышленность;1993;2;;60;20000;20000;2;2;3;0;2
Москва;3;профессионалы со средним специальным образованием;9 классов школы;3;1;1973;Торговля, бытовое обслуживание;1999;1;2;40;20000;20000;2;2;1;1;2
Москва;4;;техникум с дипломом;5;2;1930;;;;;;;;;;1;0;4
Москва;3;;10 и более классов школы и какое-либо професс. обр. с диплом;4;1;1964;;;;;;;;;;1;1;4
Москва;3;профессионалы со средним специальным образованием;есть диплом о высшем образовании;6;2;1964;Социальная защита, социальное обеспечение, обслуживание;1995;2;;40;6000;6000;2;3;1;1;2
Москва;1;;среднее образование - есть аттестат о ср. образовании;4;2;1987;;;;;;;;;;;;2
Москва;3;профессионалы с высшим образованием;есть диплом о высшем образовании;6;1;1977;Проектная организация;2002;2;;40;10000;10000;2;2;;;2
Москва;2;служащие конторские и по обслуживанию клиентов;техникум с дипломом;5;2;1958;Здравоохранение;2004;2;;40;5000;3800;2;5;2;0;2
Москва;2;промышленные рабочие;10 и более классов школы и какое-либо професс. обр. с диплом;4;1;1958;Строительство;1996;1;4;45;10000;10000;3;5;2;0;2
Москва;1;профессионалы с высшим образованием;есть диплом о высшем образовании;6;2;1980;Юридические услуги;2004;1;5;45;10000;10000;2;;;;2
Москва;1;профессионалы со средним специальным образованием;3 и более лет в высшем учебном заведении;5;2;1984;Финансы;2003;2;;45;5000;5000;2;4;;;2
Москва;5;;среднее образование - есть аттестат о ср. образовании;4;1;1931;;;;;;;;;;;;2
Москва;1;ремесленники;10 и более классов школы и какое-либо професс. обр. с диплом;4;1;1963;Здравоохранение;1979;1;5;40;8000;8000;2;3;;;2
Москва;2;;есть диплом о высшем образовании;6;2;1928;;;;;;;;;;2;0;3
Москва;2;;есть диплом о высшем образовании;6;1;1927;;;;;;;;;;2;0;3
Москва;1;;среднее образование - есть аттестат о ср. образовании;4;1;1989;;;;;;;;;;;;2
Москва;3;разнорабочие;техникум с дипломом;5;2;1941;Финансы;2002;2;;20;2500;2500;3;5;2;0;2
Москва;;;6 классов школы;;2;1992;;;;;;;;;;;;
Москва;2;служащие конторские и по обслуживанию клиентов;техникум с дипломом;5;2;1958;Финансы;2003;2;;40;10000;10000;2;2;;;2
Москва;4;;10 и более классов школы и какое-либо професс. обр. с диплом;4;2;1937;;;;;;;;;;1;0;4
Москва;4;;техникум с дипломом;5;2;1943;;;;;;;;;;2;0;4
Москва;5;занятые в сфере обслуживания;есть диплом о высшем образовании;6;2;1946;Образование;2005;2;;60;5000;5000;3;3;2;0;3
Москва;;;0 классов школы;;2;2002;;;;;;;;;;;;
Москва;2;законодатели, крупные чиновники, управляющие;есть диплом о высшем образовании;6;2;1974;Здравоохранение;2004;1;170;40;14000;14000;2;3;1;1;2
Москва;2;;есть диплом о высшем образовании;6;1;1969;;;;;;;;;;1;1;4
Москва;;;0 классов школы;;1;2001;;;;;;;;;;;;
Москва;2;профессионалы с высшим образованием;есть диплом о высшем образовании;6;2;1963;Торговля, бытовое обслуживание;2003;1;1;40;30000;30000;2;2;1;0;2
Москва;2;промышленные рабочие;техникум с дипломом;5;1;1961;37;2005;2;;;30000;;2;3;1;0;2
Москва;1;;1-2 года в высшем учебном заведении;5;2;1985;;;;;;;;;;;;2
Москва;2;;3 и более лет в высшем учебном заведении;5;2;1973;;;;;;;;;;1;1;3
Москва;;;0 классов школы;;1;1999;;;;;;;;;;;;
Москва;2;промышленные рабочие;техникум с дипломом;5;1;1974;Транспорт, Связь;2005;2;;45;15000;12000;2;4;1;1;2
Москва;2;профессионалы с высшим образованием;есть диплом о высшем образовании;6;2;1970;ГОССТРАХ;2005;2;;40;18000;15000;3;5;1;1;2
Москва;;;1 классов школы;;1;1997;;;;;;;;;;;;
Москва;2;профессионалы с высшим образованием;есть диплом о высшем образовании;6;2;1971;Образование;2001;1;1;36;18900;13000;1;1;1;1;3
Москва;1;;6 классов школы;1;2;1991;;;;;;;;;;;;3
Москва;2;;техникум с дипломом;5;1;1966;;;;;;;;;;1;1;4
Москва;;;4 классов школы;;1;1994;;;;;;;;;;;;
Москва;;;0 классов школы;;1;2002;;;;;;;;;;;;
Москва;5;;аспирантура и т.п. с диплома;6;1;1929;;;;;;;;;;1;0;3
Москва;5;профессионалы с высшим образованием;есть диплом о высшем образовании;6;2;1938;Транспорт, Связь;1962;;;40;8000;8000;3;2;2;0;4
Москва;1;;среднее образование - есть аттестат о ср. образовании;4;1;1981;;;;;;;;;;;;3
Москва;3;ремесленники;7-9 классов школы (незак. среднее) и какое-либо ПТУ с диплом;3;1;1955;Легкая и пищевая промышленность;1995;2;;40;15000;15000;2;2;2;0;2
Москва;2;;есть диплом о высшем образовании;6;1;1953;;;;;;;;;;2;0;
Москва;2;;1-2 года в высшем учебном заведении;5;1;1974;;;;;;;;;;1;1;3
Москва;;;0 классов школы;;1;2001;;;;;;;;;;;;
Москва;5;;техникум с дипломом;5;2;1937;;;;;;;;;;1;0;2
Москва;1;профессионалы с высшим образованием;1-2 года в высшем учебном заведении;5;1;1986;Наука, культура;2004;2;;20;6000;5000;3;5;;;1
Москва;4;;техникум с дипломом;5;2;1967;;;;;;;;;;1;1;4
Москва;;;4 классов школы;;2;1994;;;;;;;;;;;;
Москва;4;профессионалы со средним специальным образованием;техникум с дипломом;5;2;1968;Торговля, бытовое обслуживание;2005;2;;55;2500;0;2;2;2;1;2
Москва;2;;7-9 классов школы (незак. среднее) и какое-либо ПТУ с диплом;3;2;1938;;;;;;;;;;3;0;1
Москва;1;ремесленники;10 и более классов школы и какое-либо професс. обр. с диплом;4;1;1973;Типография;2003;2;;40;45000;25000;4;1;;;4
Москва;2;;техникум с дипломом;5;1;1932;;;;;;;;;;3;0;2
Москва;2;ремесленники;среднее образование - есть аттестат о ср. образовании;4;2;1961;Строительство;2003;2;;40;5000;5000;2;2;;;2
Москва;2;промышленные рабочие;7-9 классов школы (незак. среднее) и какое-либо ПТУ с диплом;3;2;1971;Легкая и пищевая промышленность;2001;2;;40;8000;8000;2;2;1;1;2
Москва;1;;9 классов школы;3;1;1989;;;;;;;;;;;;2
Москва;2;профессионалы со средним специальным образованием;9 классов школы;3;1;1976;Легкая и пищевая промышленность;2005;1;20;40;10000;10000;2;2;;;2
Москва;4;разнорабочие;среднее образование - есть аттестат о ср. образовании;4;2;1953;Жилищно-коммунальное хозяйство;1990;2;;21;5000;5000;4;4;1;0;3
